Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),Date
6.433099665271095,2.671596558791531,2.40758750652455,2.8421885629783286,11.39906420437357,6.032284961454257,11.39906420437357,11.39906420437357,12.749752060095055,2020-03-14
6.020764139646763,2.604544583589329,2.2386473397249245,2.615268472668755,10.918441419924282,5.583875965242129,10.918441419924282,10.918441419924282,12.25364307450529,2020-03-15
6.103234030973617,2.66001172000256,2.496549187721813,2.825137144301809,11.265307779947019,5.551959235144318,11.265307779947019,11.265307779947019,12.689014356258928,2020-03-16
6.350381301063261,2.6283192402032305,2.8746004665551492,3.1788200244470906,11.552051990297384,5.7740880260319365,11.552051990297384,11.552051990297384,12.982665479328714,2020-03-17
4.39988559387766,1.8192791085178932,1.998350299716498,2.203779033293215,7.998300096228059,3.9926059317483,7.998300096228059,7.998300096228059,8.980543363380292,2020-03-18
4.586600930979155,1.610784459573882,2.4519045838470115,2.640085398066345,7.804283019158204,4.220297682251053,7.804283019158204,7.804283019158204,8.662083513677569,2020-03-19
6.391069738325829,1.9236421948132414,3.704034748999861,3.932980075626577,10.171546864358112,6.0112059510903935,10.171546864358112,10.171546864358112,11.04445147145884,2020-03-20
4.440459663232792,1.5286489067684852,2.2798853614226484,2.444289981695075,7.402329997349656,4.15788526883626,7.402329997349656,7.402329997349656,8.01843890175735,2020-03-21
3.2775197957083697,1.0854424374478053,1.8619645147740336,1.9670541596234243,5.474516939335973,3.0203955536294784,5.474516939335973,5.474516939335973,5.977134720373059,2020-03-22
2.5181726719193,0.6705180102373139,1.6189985482187983,1.6947294635798935,3.8563460595135854,2.3710202874381947,3.8563460595135854,3.8563460595135854,4.18955229724658,2020-03-23
2.194281354929044,0.44518934150058936,1.5486152789555703,1.6107766888295294,3.050136597278713,2.112687291888541,3.050136597278713,3.050136597278713,3.238583836961392,2020-03-24
1.7164412030096337,0.2844034235309116,1.2690997393282748,1.3179619114188743,2.2409607151116515,1.6774024830569736,2.2409607151116515,2.2409607151116515,2.345720463876484,2020-03-25
1.7156280892558111,0.2261814080124906,1.3408664897104692,1.3856225292641942,2.12200239139708,1.6918555433328688,2.12200239139708,2.12200239139708,2.2019310647622676,2020-03-26
1.3630026706768785,0.16180431069584086,1.0811695420059375,1.1176925735760597,1.6475019501845118,1.3508006260922156,1.6475019501845118,1.6475019501845118,1.7032262169165326,2020-03-27
1.3772526696465168,0.14012186777499488,1.125576110110484,1.1607317903623893,1.6203562366541235,1.3696031585748016,1.6203562366541235,1.6203562366541235,1.6689898894387454,2020-03-28
1.3720144131699152,0.12544476382901723,1.1427853398185208,1.175309458144846,1.587862148695342,1.3662708329562014,1.587862148695342,1.587862148695342,1.6323343195657352,2020-03-29
1.3293337747217566,0.11574521678484063,1.1159152587309942,1.1472401396637344,1.5277475170803303,1.3248065801747573,1.5277475170803303,1.5277475170803303,1.5683185741076067,2020-03-30
1.1972256195767395,0.10334516670955009,1.005426308841322,1.0336028318489718,1.373785592118393,1.1934930107968964,1.373785592118393,1.373785592118393,1.4092644498519962,2020-03-31
1.2882906448519802,0.1026590473131915,1.0972278814920204,1.1258049978839586,1.4631645450626194,1.284694550442731,1.4631645450626194,1.4631645450626194,1.4988789223431789,2020-04-01
1.0711148725028394,0.08864070374869064,0.9051645617280654,0.9302922138036434,1.2219919894235358,1.0681752405628693,1.2219919894235358,1.2219919894235358,1.2526105718897629,2020-04-02
1.0460523054140272,0.0840247159676744,0.8885434708691476,0.9122124030778113,1.188468313723,1.0437459581165018,1.188468313723,1.188468313723,1.2174697303675057,2020-04-03
1.1589138862447925,0.08680227259825662,0.9960586065667482,1.0201839128535442,1.3057837921577549,1.1564199743680936,1.3057837921577549,1.3057837921577549,1.336445556608192,2020-04-04
1.048111794263963,0.08001883380619824,0.8982262092674862,0.9207023514558842,1.1837164021018263,1.0456606411010398,1.1837164021018263,1.1837164021018263,1.2120592811301942,2020-04-05
0.9266560747326368,0.07372266760143331,0.7881214828277268,0.8088816106348254,1.051605394425699,0.9245622097710562,1.051605394425699,1.051605394425699,1.076767181894331,2020-04-06
0.9207654216239143,0.07418279404320144,0.7814846937919311,0.8025726573353039,1.0463072029898288,0.9186605931974197,1.0463072029898288,1.0463072029898288,1.0721183604049545,2020-04-07
0.8974251063274951,0.07461667430720335,0.758163355516368,0.7790508666292079,1.0241305944357,0.8950680066163919,1.0241305944357,1.0241305944357,1.0500384229259412,2020-04-08
0.9309307437418339,0.07739169119007383,0.786191394008278,0.8079529284143159,1.0619415866417083,0.9284715685473008,1.0619415866417083,1.0619415866417083,1.0889200615621744,2020-04-09
0.9248707937340629,0.0772629500962659,0.7798059357777317,0.801793509161185,1.0556990246130054,0.9226367567145457,1.0556990246130054,1.0556990246130054,1.0833022303759632,2020-04-10
0.7709789040082856,0.06983334418105695,0.6401678210199107,0.6598202302837877,0.8894701761590282,0.7688895917958789,0.8894701761590282,0.8894701761590282,0.9136764494691011,2020-04-11
0.9281798678441867,0.08062108792204226,0.7779133956717539,0.8002399120940066,1.065268761122814,0.9252934130075292,1.065268761122814,1.065268761122814,1.0937314720859563,2020-04-12
1.0808878402638085,0.08791680536722367,0.9159316435309325,0.9409677115368121,1.2299125039569538,1.0783228227838224,1.2299125039569538,1.2299125039569538,1.259689068596391,2020-04-13
1.0492705139354013,0.08360296601517872,0.8921747345317829,0.9159204806247351,1.1901291545506092,1.046979796650453,1.1901291545506092,1.1901291545506092,1.219834518890419,2020-04-14
