Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),Date,State
2.041620175015082,0.30434843856461413,1.527452398763109,1.5877662988434509,2.5799730917719708,2.0165456571103446,2.5799730917719708,2.5799730917719708,2.68298215323285,2020-04-22,RO
1.9307216696972784,0.2697333342616426,1.4783127587164357,1.5309886006081626,2.4102489902660347,1.9067169566668962,2.4102489902660347,2.4102489902660347,2.500886790961583,2020-04-23,RO
1.863813252060344,0.23877017231374587,1.4590018629172217,1.5069174837078418,2.2861781164002104,1.843204901295715,2.2861781164002104,2.2861781164002104,2.3628039029173076,2020-04-24,RO
1.762181906745323,0.20902487751357562,1.4037665707707636,1.4467706649441592,2.1289820105330786,1.7458488902475124,2.1289820105330786,2.1289820105330786,2.1947940457040773,2020-04-25,RO
1.6589625474074647,0.18282275958482724,1.3422398706086736,1.3816528617897403,1.9777322399920791,1.6457973123715401,1.9777322399920791,1.9777322399920791,2.0368774831800542,2020-04-26,RO
1.4455786063654927,0.14903682268546362,1.1844300978156024,1.2181286694238387,1.7045847707187458,1.4358844204337582,1.7045847707187458,1.7045847707187458,1.7532612624284882,2020-04-27,RO
1.2000090989881997,0.11270016204094643,0.9989080032491934,1.0264649404009178,1.395489945060349,1.1931847071538346,1.395489945060349,1.395489945060349,1.4347573627357109,2020-04-28,RO
1.1004555980941548,0.0909961229766774,0.9332852439214239,0.9570998680122544,1.2560691318411994,1.09658051973856,1.2560691318411994,1.2560691318411994,1.288159430549543,2020-04-29,RO
1.2695005429765425,0.09101282245230659,1.099135786408097,1.1246083813991523,1.4236577028261055,1.2667715177282919,1.4236577028261055,1.4236577028261055,1.455199106231181,2020-04-30,RO
1.4276530963083038,0.09249663721211196,1.25432455539879,1.280576188535502,1.58435351343889,1.424676698029908,1.58435351343889,1.58435351343889,1.6174311764481415,2020-05-01,RO
1.480553511665052,0.09771009912602147,1.2950502987755463,1.322808018941558,1.6450617552585678,1.4785754151597104,1.6450617552585678,1.6450617552585678,1.6768981350164316,2020-05-02,RO
1.4397405811120678,0.10551247098468138,1.2401482788435105,1.2687038063071416,1.6155445592953592,1.4382723700004663,1.6155445592953592,1.6155445592953592,1.648053786038579,2020-05-03,RO
1.4137023206429622,0.10640770381990075,1.2189101204516857,1.2457360378310367,1.594697629543296,1.4100064282292424,1.594697629543296,1.594697629543296,1.6282977978814437,2020-05-04,RO
1.6116282649772846,0.11430422475034249,1.4050430170068,1.4325682611388009,1.8076667163398914,1.6061775392187312,1.8076667163398914,1.8076667163398914,1.8441017741637253,2020-05-05,RO
1.6732908271726017,0.12668613636413667,1.4397121776751556,1.470625239580641,1.8845014982480606,1.6711776013483401,1.8845014982480606,1.8845014982480606,1.9215790979227247,2020-05-06,RO
1.7538750828666103,0.14635226937031318,1.4885040594650336,1.5208590828407877,1.998445981870367,1.7507537599967007,1.998445981870367,1.998445981870367,2.0383502864235377,2020-05-07,RO
1.6622391690340501,0.15186095183614995,1.3918061337530367,1.424201549606851,1.9186275729787359,1.65770116349036,1.9186275729787359,1.9186275729787359,1.9595612874589694,2020-05-08,RO
1.4102765508991633,0.1289741230145351,1.1891352077927901,1.213747449970959,1.6332716706658148,1.4026272237042536,1.6332716706658148,1.6332716706658148,1.6701666457645348,2020-05-09,RO
1.2493404435753683,0.09706028013038819,1.0846974576070814,1.1045895973455506,1.4203095695254113,1.240575852776993,1.4203095695254113,1.4203095695254113,1.4498481183412961,2020-05-10,RO
1.248672088895997,0.0762548661269638,1.1130660521275797,1.1314885180595478,1.3807417580791617,1.243684036473339,1.3807417580791617,1.3807417580791617,1.404659618929987,2020-05-11,RO
1.1066803887862735,0.06020555805357039,0.9962330306412702,1.0118335694602398,1.2096109326880167,1.1043084004029287,1.2096109326880167,1.2096109326880167,1.2292521129127962,2020-05-12,RO
1.1895390212605033,0.05694098136247735,1.0828273615334258,1.0989464634514674,1.2858254487096261,1.1878875446334525,1.2858254487096261,1.2858254487096261,1.3045930784548647,2020-05-13,RO
