Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),Date
3.0760631641666762,1.6378447618047944,0.7675841891705741,0.9765433952857812,6.157371021477928,2.7848967047162203,6.157371021477928,6.157371021477928,7.031107762538898,2020-03-04
4.777197980611549,1.9262706147240174,1.815521326703008,2.1403883293041073,8.333173552186933,4.511361927979406,8.333173552186933,8.333173552186933,9.26214708402955,2020-03-05
5.771559617579301,2.1310719572232992,2.504225570227634,2.8621559466708435,9.705953495581984,5.4692606498930445,9.705953495581984,9.705953495581984,10.733977717010404,2020-03-06
4.5968023940225695,1.8901483686836458,1.9149577286702195,2.1719870969082224,8.196297247794213,4.250568661364602,8.196297247794213,8.196297247794213,9.16404944229327,2020-03-07
3.7591265700968246,1.4941578743934243,1.7048621770318484,1.90698296869411,6.654086221021982,3.4560128656363887,6.654086221021982,6.654086221021982,7.4778148975597984,2020-03-08
2.616874077810933,0.9491098081724829,1.2597165947009485,1.4003185336187431,4.424026885027395,2.4435999647260354,4.424026885027395,4.424026885027395,4.939587690920059,2020-03-09
2.3476659102664907,0.707056618165109,1.2643731392265523,1.3890310760944862,3.6696112034270185,2.2428409251280197,3.6696112034270185,3.6696112034270185,4.0236453504083,2020-03-10
2.8956610862411343,0.6822464477715032,1.7887512465942117,1.9238448112870152,4.137959569006697,2.8167079554831376,4.137959569006697,4.137959569006697,4.447719423489603,2020-03-11
3.020370848918746,0.6703823704877291,1.9092401296019414,2.0445198013112362,4.228446552713533,2.950796447632652,4.228446552713533,4.228446552713533,4.5058195218247485,2020-03-12
2.946187206963256,0.6630313317093275,1.8731993554956106,1.994477397439328,4.150902348095992,2.868951611988372,4.150902348095992,4.150902348095992,4.413139219539841,2020-03-13
2.5428595678360364,0.580755637043221,1.627957904808433,1.728857755168279,3.6097081643868285,2.464994511868147,3.6097081643868285,3.6097081643868285,3.8449124816708955,2020-03-14
4.501029244118418,0.8584389183810895,3.1847738527791143,3.324402098322654,6.094043644001694,4.365139372761397,6.094043644001694,6.094043644001694,6.418240715205243,2020-03-15
3.680585277233588,0.8865335634821485,2.2632839185937015,2.399267945986006,5.268760362121337,3.57900431950788,5.268760362121337,5.268760362121337,5.553239285727019,2020-03-16
2.7317931141769654,0.7138074389887886,1.7164972983070466,1.803467941419644,4.101970671443918,2.5899213043368485,4.101970671443918,4.101970671443918,4.365309132504593,2020-03-17
2.9221425290533407,0.6360754535453513,2.0485934335603115,2.125002319439456,4.158763878011068,2.781598181986405,4.158763878011068,4.158763878011068,4.429872810156846,2020-03-18
2.5903010126305306,0.4969255989580261,1.8478872400340172,1.9195544056866853,3.515200020093034,2.5042906798482676,3.515200020093034,3.515200020093034,3.696281725793112,2020-03-19
2.79476214933277,0.48736818199093446,2.063731969838247,2.1310792400205303,3.6904201983811142,2.711926840322861,3.6904201983811142,3.6904201983811142,3.8527850575158347,2020-03-20
2.5242839868987668,0.43512445599250454,1.8491841730399003,1.9129708566275587,3.3087446019724105,2.459865611268416,3.3087446019724105,3.3087446019724105,3.4410944744146197,2020-03-21
2.488398758337218,0.41276428414439725,1.8654340009493908,1.9217098935527102,3.2428273935373366,2.419965897570186,3.2428273935373366,3.2428273935373366,3.3642492573209326,2020-03-22
2.371173864564623,0.373494238382691,1.8030100368994553,1.854868650652172,3.0492141743750083,2.311186909859754,3.0492141743750083,3.0492141743750083,3.1588097169632774,2020-03-23
2.0748475109105193,0.310890251853365,1.6000782775760767,1.6438761232378654,2.638078627313237,2.0248235122784655,2.638078627313237,2.638078627313237,2.7279910050171927,2020-03-24
1.643858851334097,0.22069328049732173,1.3100295774136392,1.3408058461580075,2.0442856833525784,1.608718210081307,2.0442856833525784,2.0442856833525784,2.1102376169372405,2020-03-25
1.7387360587061502,0.18205210599037955,1.4639603457762669,1.489707140830259,2.0688516074147674,1.71077003347824,2.0688516074147674,2.0688516074147674,2.121972093551675,2020-03-26
1.6501756135259589,0.1479009530962007,1.4123453279740266,1.4366722456789094,1.9096820960498775,1.6342017611462727,1.9096820960498775,1.9096820960498775,1.9477275206457652,2020-03-27
1.670729238332827,0.13852754369562953,1.443227518838158,1.4669911042224404,1.9107468251378827,1.6580458126496516,1.9107468251378827,1.9107468251378827,1.9444108864610994,2020-03-28
1.2873639166798245,0.10553231841922991,1.109937914697817,1.1294455234620946,1.467882928026214,1.2791792141257599,1.467882928026214,1.467882928026214,1.4943939212514268,2020-03-29
1.107543867148442,0.07574405520014611,0.9783466117174007,0.9939633336447177,1.239280101166867,1.1012850623109327,1.239280101166867,1.239280101166867,1.2609697423256114,2020-03-30
2.0855643220110127,0.09955441477612291,1.9014005711818778,1.9250813829776758,2.252231060129917,2.083418004622568,2.252231060129917,2.252231060129917,2.2798300391980435,2020-03-31
2.6028792700614396,0.1832933082459265,2.218771812637,2.271316216770318,2.8757823810944503,2.6173749874550842,2.8757823810944503,2.8757823810944503,2.9099123721077835,2020-04-01
2.4907207870882426,0.32817934104671787,1.897375676071532,1.9525738744015737,3.0008407345374266,2.490966331238811,3.0008407345374266,3.0008407345374266,3.0466272993203414,2020-04-02
2.3029837462692098,0.36754271696441415,1.7390575014135499,1.7813588468205452,2.9742926220065056,2.2474638347728617,2.9742926220065056,2.9742926220065056,3.0653291664981666,2020-04-03
2.0146252238165987,0.3105029108289982,1.567908058622836,1.5992014270410515,2.599405041250134,1.954652702820099,2.599405041250134,2.599405041250134,2.7041956629616286,2020-04-04
