Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),Date
2.6013680072987184,1.9973851874380246,0.2356880086369714,0.3653360366796246,6.50678609661604,2.109190389507675,6.50678609661604,6.50678609661604,7.714085411365889,2020-03-20
10.296690453206754,3.9844949722975347,4.034202772967245,4.722062963325471,17.62038283935078,9.793765220147865,17.62038283935078,17.62038283935078,19.449770680233588,2020-03-21
10.197424460504982,4.688414340314617,3.2565105258890945,3.859149538249806,18.87648560491192,9.526525329700481,18.87648560491192,18.87648560491192,20.974642620895835,2020-03-22
7.946581034992765,4.443762218223384,2.510840859103649,2.886729087553013,16.796475940268447,6.830234807880804,16.796475940268447,16.796475940268447,19.26872630687859,2020-03-23
4.330943402273224,2.3417711458757378,1.5310481276349877,1.7445125547500635,8.97944472972131,3.7438707919409704,8.97944472972131,8.97944472972131,10.484424408618692,2020-03-24
2.868130896915935,1.2261571784104563,1.249124277276402,1.398782250359342,5.250992880334005,2.60446959303477,5.250992880334005,5.250992880334005,5.970114240705657,2020-03-25
2.782309453625482,0.8728073804077894,1.4719239679085672,1.6148428348745238,4.420555243618721,2.6445540762742135,4.420555243618721,4.420555243618721,4.861597165400088,2020-03-26
3.143986913471202,0.7904928066527788,1.8666206761897397,2.021150783934659,4.589754781466402,3.049667049407817,4.589754781466402,4.589754781466402,4.927947530487547,2020-03-27
3.4398102907790085,0.8129727463713734,2.0907352145561466,2.2458066729658035,4.888027007925013,3.365424698984998,4.888027007925013,4.888027007925013,5.203471788083985,2020-03-28
3.8522278907248277,0.9216806318896459,2.3341718858478018,2.497021960595349,5.488420803698786,3.7731837046329972,5.488420803698786,5.488420803698786,5.8062395179541095,2020-03-29
3.0231645899214157,0.7926738908313418,1.7607550152111981,1.88484894897682,4.449968456911199,2.941289304935898,4.449968456911199,4.449968456911199,4.734398212062545,2020-03-30
2.3938653999544552,0.5927332874050864,1.4855683897158054,1.5766812876761183,3.4898101150874443,2.3140956041720573,3.4898101150874443,3.4898101150874443,3.722018918072483,2020-03-31
2.101601485362078,0.4319465919251017,1.4244223289210658,1.4969733490107318,2.894934563422548,2.0460250464152674,2.894934563422548,2.894934563422548,3.0644904370097095,2020-04-01
1.8910211873804645,0.32359889999224345,1.3555947174658465,1.4201899539365466,2.4702963105461198,1.8591683069069864,2.4702963105461198,2.4702963105461198,2.5917064033967874,2020-04-02
2.7336317529865326,0.3708600903318642,2.1024160048450744,2.178240428295718,3.3825219304479774,2.705514296314711,3.3825219304479774,3.3825219304479774,3.5046575693852504,2020-04-03
2.523477686447643,0.39736912676385383,1.7971306968102962,1.8834992847283636,3.1788263034725106,2.5241133637504545,3.1788263034725106,3.1788263034725106,3.2907665767642658,2020-04-04
2.09945983732268,0.3648830214763738,1.4804944977109726,1.5441696193062981,2.7256102865420853,2.0830558561030164,2.7256102865420853,2.7256102865420853,2.82767214006675,2020-04-05
1.6704066453231907,0.2675296552555329,1.2349292845267894,1.2814667309423908,2.145057158263817,1.6462839751388314,2.145057158263817,2.145057158263817,2.2339930073803997,2020-04-06
1.4553819326920596,0.1882609228536704,1.1418319891131672,1.1792855504575912,1.7904784613825373,1.437645240767833,1.7904784613825373,1.7904784613825373,1.85673580841305,2020-04-07
1.2794996385448143,0.1350164115079098,1.0411074803640799,1.0723810579945088,1.515049433532203,1.2712270395772398,1.515049433532203,1.515049433532203,1.5611981420497916,2020-04-08
1.0944535815418601,0.10357467103770382,0.9044287942130959,0.9316349084047627,1.2717889770207285,1.0902399983624997,1.2717889770207285,1.2717889770207285,1.308089680990324,2020-04-09
0.5885559011600162,0.06638130833801614,0.466285817945387,0.4839290141772899,0.7022738621603615,0.5858672818671902,0.7022738621603615,0.7022738621603615,0.7264620272069927,2020-04-10
0.5334682421584522,0.06987980871658549,0.4098447094367783,0.42715325397615395,0.655612041568324,0.5287989038419072,0.655612041568324,0.655612041568324,0.6831813368995682,2020-04-11
0.45220995258043867,0.07488263255075625,0.32559683734263695,0.3420833170480859,0.5862876921470355,0.4451335542241197,0.5862876921470355,0.5862876921470355,0.6174441416661314,2020-04-12
0.7733827381551496,0.12640411831248044,0.5632000651773524,0.5886687267396914,1.0023724587361031,0.7605493445339371,1.0023724587361031,1.0023724587361031,1.0524169487557322,2020-04-13
1.1057974490546727,0.14719426386544363,0.8351375771690558,0.8718543337083708,1.3551887052079277,1.10185988778766,1.3551887052079277,1.3551887052079277,1.4025647611601313,2020-04-14
1.2943198315555111,0.12569534591230153,1.057679096996556,1.0937446082706321,1.507700859169605,1.29081280729354,1.507700859169605,1.507700859169605,1.5509476233719717,2020-04-15
1.2899437272729612,0.12206283506230911,1.0664915692476657,1.098746876156339,1.5002488500958233,1.2843523384231565,1.5002488500958233,1.5002488500958233,1.5456356820553803,2020-04-16
1.7802031110359273,0.1624036410290864,1.489436439683056,1.5303804519916118,2.063758198323223,1.7704165441922675,2.063758198323223,2.063758198323223,2.123139975700395,2020-04-17
1.855533406504086,0.20507927183982955,1.4797685609613453,1.5301505791035215,2.2059135122285896,1.848679325827702,2.2059135122285896,2.2059135122285896,2.2751260349958757,2020-04-18
1.6524182075350586,0.21282009738604823,1.280627055492213,1.3243232282492412,2.022198876414266,1.6412987649813542,2.022198876414266,2.022198876414266,2.092156399799507,2020-04-19
1.6289413731814641,0.1959837618620176,1.3013320722092563,1.3388917994156209,1.9790229586034487,1.611929489976884,1.9790229586034487,1.9790229586034487,2.048936911569504,2020-04-20
