Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),Date,State
0.7738215895029661,0.021151232441823847,0.7386224610832202,0.7420198483697923,0.8082890449575618,0.7732556806711666,0.8082890449575618,0.8082890449575618,0.8157510228808093,2020-09-09,BA
0.7329304304003175,0.023069950028813548,0.6956434247269285,0.6993626017538592,0.7708671701226396,0.7328147614095477,0.7708671701226396,0.7708671701226396,0.7779985625946059,2020-09-10,BA
0.7559816750791394,0.027319111678015682,0.7123375245075648,0.716298580607196,0.8008171740881088,0.7555060887729959,0.8008171740881088,0.8008171740881088,0.8100956185422699,2020-09-11,BA
0.8059465928477492,0.03084913307816148,0.7563733284748505,0.7604415081645785,0.8558464121257405,0.8053585833299034,0.8558464121257405,0.8558464121257405,0.8643463286454708,2020-09-12,BA
0.8325489388293293,0.029048022389809712,0.7840497410343502,0.788327590270483,0.8784920133125572,0.8317225847313936,0.8784920133125572,0.8784920133125572,0.8844012499609495,2020-09-13,BA
0.8679333877413968,0.025614804035568924,0.8245004740691159,0.8285446345633997,0.9091351628250866,0.8659089541461155,0.9091351628250866,0.9091351628250866,0.9142965621049817,2020-09-14,BA
1.009288218235941,0.024810888144947946,0.9655850094144319,0.9708738096369468,1.0495555351400603,1.0075121618587413,1.0495555351400603,1.0495555351400603,1.056296467159505,2020-09-15,BA
1.0280285923497159,0.021365212311984766,0.988178693249157,0.9946335980858754,1.0639026390871464,1.0271120175799857,1.0639026390871464,1.0639026390871464,1.0724310745908543,2020-09-16,BA
1.011192326339283,0.022052143079454984,0.9689106722462025,0.9738606430684026,1.046920444451945,1.012154686038333,1.046920444451945,1.046920444451945,1.0529548075031077,2020-09-17,BA
1.0256440487405911,0.021554148815824067,0.9856419866626996,0.9911094311374057,1.0638654931172173,1.0253731157291974,1.0638654931172173,1.0638654931172173,1.0696731856583275,2020-09-18,BA
1.0250465916621188,0.018428012409073387,0.9904505644008087,0.9957276156530862,1.0573665883993866,1.0243533382222552,1.0573665883993866,1.0573665883993866,1.0636215685293289,2020-09-19,BA
1.039329752837851,0.015599932441936611,1.009101301597951,1.0136497411261265,1.0652169224497232,1.0393130935005948,1.0652169224497232,1.0652169224497232,1.0703097375317463,2020-09-20,BA
1.0309317538162168,0.013829469616646065,1.003722563651261,1.007558881416002,1.0531910947325402,1.031033037638701,1.0531910947325402,1.0531910947325402,1.0575500546442274,2020-09-21,BA
0.9913790811080286,0.012047267368427572,0.9679572156935448,0.9713438095720118,1.0110406752374985,0.9913905863427037,1.0110406752374985,1.0110406752374985,1.0148793655799153,2020-09-22,BA
0.9373161228920275,0.009770231738698986,0.9182471167066364,0.921142547224541,0.9534711175159738,0.9372785047892966,0.9534711175159738,0.9534711175159738,0.9568044132591762,2020-09-23,BA
0.9294255047084509,0.009309196212462973,0.9116072305628838,0.914296322090554,0.9447316586598131,0.9293954205227852,0.9447316586598131,0.9447316586598131,0.9481240290142852,2020-09-24,BA
0.8936698369411638,0.011608919874097963,0.8716837521046243,0.8750494008004788,0.9131593959318132,0.8935764104661432,0.9131593959318132,0.9131593959318132,0.9168825332518267,2020-09-25,BA
0.9021469590156356,0.014845549115876574,0.874321495115824,0.8783487785378309,0.9270410209749544,0.902014973288501,0.9270410209749544,0.9270410209749544,0.9319948267842123,2020-09-26,BA
0.8991677473219454,0.016493272720825358,0.8675515068966662,0.8719625858267972,0.925852280644619,0.8995700689013095,0.925852280644619,0.925852280644619,0.9303694507373991,2020-09-27,BA
0.9088995317349057,0.016664941634832696,0.8767611300908598,0.881443012994087,0.9354207458693923,0.9093991643874917,0.9354207458693923,0.9354207458693923,0.9400338028729047,2020-09-28,BA
0.9113435990318913,0.015787887823775805,0.8814513572011583,0.8854557528655073,0.9366600456634769,0.9114490837358461,0.9366600456634769,0.9366600456634769,0.9409389779416317,2020-09-29,BA
0.9883485838080622,0.0159466193909134,0.9589669786688563,0.9625162666885314,1.0143707465334906,0.9883485809205539,1.0143707465334906,1.0143707465334906,1.0183215677499526,2020-09-30,BA
0.9740403916563104,0.0128983175340743,0.9497540262672917,0.953391089752333,0.9957311345768053,0.973786594719869,0.9957311345768053,0.9957311345768053,0.9994559155326456,2020-10-01,BA
0.9397809437447209,0.011000461297095815,0.9183923463446214,0.9220633210230862,0.9582656555095956,0.9395426320040707,0.9582656555095956,0.9582656555095956,0.9615478943978928,2020-10-02,BA
0.8725235783580669,0.010174344800227438,0.8527725170699706,0.8558741695677554,0.8892704637658506,0.8725758693968548,0.8892704637658506,0.8892704637658506,0.8925540940245842,2020-10-03,BA
0.8748120778240002,0.012426204244248095,0.8527166234339455,0.8557126876015672,0.8966606370458439,0.8740431594434517,0.8966606370458439,0.8966606370458439,0.901420129417821,2020-10-04,BA
0.8912121989538797,0.01653301264004753,0.8626329094281976,0.8661993142330965,0.9196103847939671,0.8902762312387469,0.9196103847939671,0.9196103847939671,0.9246022955294799,2020-10-05,BA
0.9627351783592252,0.018972623263269796,0.9280024390391671,0.9325370837580784,0.9933746240757013,0.9626694304760052,0.9933746240757013,0.9933746240757013,0.9979622293782403,2020-10-06,BA
0.936892657674949,0.015415780814527127,0.9074092930534051,0.911190748237483,0.9621520629528727,0.9368809701278578,0.9621520629528727,0.9621520629528727,0.9661445028237732,2020-10-07,BA
0.9792058164576259,0.013247152601022175,0.953767988669851,0.9575963837779102,1.0012818800647927,0.9790643703970846,1.0012818800647927,1.0012818800647927,1.0053067502411603,2020-10-08,BA
0.9955168560649362,0.01215275725100193,0.9722682719763706,0.9756571753642932,1.0156179622209272,0.9954235675206546,1.0156179622209272,1.0156179622209272,1.019439664333383,2020-10-09,BA
1.0463617136133827,0.012180663984392038,1.02257070853828,1.026047735697391,1.0663804270708057,1.046359725688704,1.0663804270708057,1.0663804270708057,1.0701374692405046,2020-10-10,BA
1.0722090884872189,0.013710526694744136,1.0447136202916483,1.049224649512922,1.094254972239085,1.0724380172729315,1.094254972239085,1.094254972239085,1.0980042938984964,2020-10-11,BA
