Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),Date
17.59192497726964,8.102635234475606,5.773897057588372,6.654466424218325,32.34089977932153,16.428135881068513,32.34089977932153,32.34089977932153,35.32794057131127,2020-03-19
11.911493895800184,8.173327896787102,3.3308845278280153,3.75682105812841,29.239398581603517,9.087890840024045,29.239398581603517,29.239398581603517,33.429616472303934,2020-03-20
7.387469775204517,4.763927573172297,2.633953543988138,2.897175809380843,17.445212109434614,5.7584426586485495,17.445212109434614,17.445212109434614,20.625568075806964,2020-03-21
4.503758112470347,2.212091071992837,2.0240954201426056,2.190899490582836,9.04947179716861,3.8289909951512153,9.04947179716861,9.04947179716861,10.347893065093038,2020-03-22
3.1270068700359235,1.1475489469561297,1.6839332078196168,1.802775796614537,5.427512733458324,2.8255020162661317,5.427512733458324,5.427512733458324,6.012323237123418,2020-03-23
2.5780900487121787,0.708120693938725,1.5894543714062357,1.6832090304488065,3.945859453116369,2.4278739452098215,3.945859453116369,3.945859453116369,4.26678951256587,2020-03-24
2.261920641878072,0.4935636993963104,1.510617365233393,1.5911992471884633,3.183146113588814,2.1811408479775274,3.183146113588814,3.183146113588814,3.3802856547016815,2020-03-25
2.1017164076269204,0.38876289250917895,1.4776454606389464,1.549960641500487,2.808892602280882,2.051255638298679,2.808892602280882,2.808892602280882,2.9542828253044453,2020-03-26
1.911080184982078,0.3173531981861302,1.3866266603423498,1.448879183806344,2.480475733806592,1.877401842270015,2.480475733806592,2.480475733806592,2.596892094573966,2020-03-27
1.672751582920732,0.25567357588392897,1.2401243059198732,1.2951869217005418,2.1260283754741507,1.648506254101199,2.1260283754741507,2.1260283754741507,2.218547209428926,2020-03-28
1.585339862446366,0.21640243334724096,1.2134858428539843,1.2614056250573447,1.9692637080096296,1.567352725049361,1.9692637080096296,1.9692637080096296,2.04715076426271,2020-03-29
1.4276970088326388,0.17941711957357945,1.1115383089061037,1.1540661157853018,1.7405980937397785,1.4165032767151624,1.7405980937397785,1.7405980937397785,1.8052682347865698,2020-03-30
1.4921580944522992,0.16686932150816022,1.1928284904080946,1.2346614081776488,1.7820153962244154,1.4825942381093598,1.7820153962244154,1.7820153962244154,1.8427230058376913,2020-03-31
1.7111884144252463,0.17223362776269246,1.398886666709866,1.4427266671760408,2.0079256492235884,1.7027076221424293,2.0079256492235884,2.0079256492235884,2.0689658331289107,2020-04-01
1.6164443774812127,0.172619939043122,1.302410216576925,1.3456620120013802,1.9124975041651253,1.6091893627210336,1.9124975041651253,1.9124975041651253,1.9700389615777216,2020-04-02
1.7524614718880822,0.1860439459024365,1.4222878316105285,1.4654442631536533,2.073009736390142,1.7420376290988473,2.073009736390142,2.073009736390142,2.1340984971370918,2020-04-03
2.236547294878474,0.23427547040451802,1.826116118482112,1.8776203828018136,2.6393364086105753,2.2219236371219484,2.6393364086105753,2.6393364086105753,2.709645591458341,2020-04-04
2.112312197569734,0.2752462244180607,1.6278953474210227,1.6837957278176512,2.5725573353241806,2.0993920992646413,2.5725573353241806,2.5725573353241806,2.64599350505876,2020-04-05
1.8467306821081042,0.26649030482183167,1.4151113168251905,1.4602226705848327,2.3123188582009813,1.8179520973884131,2.3123188582009813,2.3123188582009813,2.385247802860145,2020-04-06
1.6795208115576779,0.22198843106441815,1.3341123592744384,1.3697385527156214,2.0794853586391606,1.6478309530555082,2.0794853586391606,2.0794853586391606,2.1482026834029457,2020-04-07
1.4232100975890172,0.1607681366204577,1.1645974017014302,1.194027095981942,1.7116722655195262,1.403095876011617,1.7116722655195262,1.7116722655195262,1.7632114949353257,2020-04-08
1.4500901018821122,0.12971582479256027,1.2321293704937886,1.258957650369374,1.679677154494153,1.4372565785885159,1.679677154494153,1.679677154494153,1.721463294986911,2020-04-09
1.2720484319569292,0.10090318888287866,1.093333169874946,1.1168850182664156,1.446088718408647,1.265844379506139,1.446088718408647,1.446088718408647,1.4794362352338257,2020-04-10
0.9751769606629397,0.07345111373431694,0.8413567204685931,0.8602172279671406,1.1016545774218314,0.9720654953957871,1.1016545774218314,1.1016545774218314,1.12627470428129,2020-04-11
1.0081654806350082,0.0664784122993661,0.8827749100598309,0.9017970991116507,1.1202490602768653,1.0066599182594096,1.1202490602768653,1.1202490602768653,1.143085830702512,2020-04-12
0.9929302526459619,0.06516539957963885,0.8706895775124872,0.8888800238205995,1.1033035333888785,0.9911033661420874,1.1033035333888785,1.1033035333888785,1.125522029589433,2020-04-13
0.9570390680297927,0.062279819097034866,0.8394221960358337,0.857284653185153,1.0620701137357678,0.9554015680602752,1.0620701137357678,1.0620701137357678,1.08342865899425,2020-04-14
0.882184888034922,0.058660163156433555,0.7715594868726439,0.7882238740372863,0.9811807089665007,0.8807240900481839,0.9811807089665007,0.9811807089665007,1.0010169215797864,2020-04-15
0.7581742955716608,0.05492688864535024,0.6553789571899312,0.6706982311926951,0.8510916402434715,0.7564764445847527,0.8510916402434715,0.8510916402434715,0.8703657498397973,2020-04-16
0.8134401344395965,0.06282852657173824,0.6976015411259162,0.7147735237180444,0.9208927855463824,0.8107379276280748,0.9208927855463824,0.9208927855463824,0.9435676462368372,2020-04-17
0.9882979080837168,0.0742999993464432,0.8500219719792447,0.8699159462940251,1.1142303445557653,0.9860214137592092,1.1142303445557653,1.1142303445557653,1.13904801408998,2020-04-18
